Frame,Cis count,Trans count
1572,443,921
1573,451,913
1574,420,944
1575,434,930
1576,451,913
1577,417,947
1578,425,939
1579,447,917
1580,426,938
1581,455,909
1582,444,920
1583,411,953
1584,436,928
1585,449,915
1586,448,916
1587,418,946
1588,435,929
1589,449,915
1590,420,944
1591,438,926
1592,420,944
1593,415,949
1594,439,925
1595,432,932
1596,447,917
1597,442,922
1598,457,907
1599,419,945
1600,452,912
1601,444,920
1602,438,926
1603,477,887
1604,448,916
1605,473,891
1606,449,915
1607,445,919
1608,429,935
1609,423,941
1610,435,929
1611,417,947
1612,437,927
1613,434,930
1614,444,920
1615,459,905
1616,460,904
1617,443,921
1618,444,920
1619,435,929
1620,443,921
1621,439,925
1622,436,928
1623,401,963
1624,434,930
1625,442,922
1626,419,945
1627,436,928
1628,440,924
1629,413,951
1630,443,921
1631,437,927
1632,465,899
1633,456,908
1634,444,920
1635,451,913
1636,444,920
1637,439,925
1638,445,919
1639,441,923
1640,425,939
1641,416,948
1642,416,948
1643,421,943
1644,444,920
1645,429,935
1646,435,929
1647,420,944
1648,442,922
1649,435,929
1650,438,926
1651,450,914
1652,479,885
1653,437,927
1654,427,937
1655,463,901
1656,444,920
1657,428,936
1658,459,905
1659,439,925
1660,434,930
1661,421,943
1662,424,940
1663,425,939
1664,425,939
1665,434,930
1666,422,942
1667,445,919
1668,435,929
1669,434,930
1670,452,912
1671,421,943
1672,437,927
1673,435,929
1674,424,940
1675,425,939
1676,402,962
1677,442,922
1678,425,939
1679,460,904
1680,435,929
1681,447,917
1682,457,907
1683,421,943
1684,434,930
1685,445,919
1686,405,959
1687,405,959
1688,437,927
1689,425,939
1690,422,942
1691,432,932
1692,433,931
1693,419,945
1694,414,950
1695,446,918
1696,435,929
1697,412,952
1698,430,934
1699,414,950
1700,414,950
1701,432,932
1702,433,931
1703,432,932
1704,439,925
1705,467,897
1706,456,908
1707,430,934
1708,443,921
1709,436,928
1710,439,925
1711,446,918
1712,438,926
1713,417,947
1714,435,929
1715,434,930
1716,424,940
1717,441,923
1718,463,901
1719,453,911
1720,424,940
1721,442,922
1722,445,919
1723,422,942
1724,447,917
1725,449,915
1726,435,929
1727,431,933
1728,446,918
1729,441,923
1730,445,919
1731,458,906
1732,419,945
1733,448,916
1734,445,919
1735,435,929
1736,436,928
1737,428,936
1738,444,920
1739,422,942
1740,440,924
1741,417,947
1742,444,920
1743,453,911
1744,446,918
1745,449,915
1746,433,931
1747,442,922
1748,449,915
1749,463,901
1750,441,923
1751,430,934
1752,404,960
1753,416,948
1754,421,943
1755,424,940
1756,432,932
1757,422,942
1758,429,935
1759,423,941
1760,446,918
1761,423,941
1762,430,934
1763,451,913
1764,447,917
1765,437,927
1766,454,910
1767,446,918
1768,432,932
1769,428,936
1770,446,918
1771,426,938
1772,457,907
1773,440,924
1774,441,923
1775,440,924
1776,446,918
1777,462,902
1778,425,939
1779,451,913
1780,430,934
1781,426,938
1782,442,922
1783,445,919
1784,427,937
1785,443,921
1786,435,929
1787,426,938
1788,428,936
1789,439,925
1790,437,927
1791,441,923
1792,432,932
1793,430,934
1794,433,931
1795,411,953
1796,429,935
1797,432,932
1798,426,938
1799,459,905
1800,437,927
1801,417,947
1802,434,930
1803,433,931
1804,429,935
1805,451,913
1806,436,928
1807,451,913
1808,448,916
1809,417,947
1810,455,909
1811,408,956
1812,433,931
1813,436,928
1814,426,938
1815,435,929
1816,424,940
